Kingdom	Phylum	Class	Order	Family	Genus
ASV_16S_3691	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3692	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
ASV_16S_3693	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_16S_3694	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ASV_16S_3695	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3696	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
ASV_16S_3697	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA
ASV_16S_3698	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV_16S_3699	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
ASV_16S_3700	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	W5053
ASV_16S_3701	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA
ASV_16S_3702	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_16S_3703	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_16S_3704	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3705	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Catenisphaera
ASV_16S_3706	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3707	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_16S_3708	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
ASV_16S_3709	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_16S_3710	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella
ASV_16S_3711	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis
ASV_16S_3712	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA
ASV_16S_3713	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3714	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA
ASV_16S_3715	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3716	Bacteria	Firmicutes	Clostridia	Lachnospirales	NA	NA
ASV_16S_3717	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3718	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_16S_3719	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
ASV_16S_3720	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum
ASV_16S_3721	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3722	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3723	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3724	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	SD04E11
ASV_16S_3725	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_16S_3726	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA
ASV_16S_3727	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_16S_3728	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
ASV_16S_3729	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	NA	NA
ASV_16S_3730	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_16S_3731	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella
ASV_16S_3732	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
ASV_16S_3733	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_16S_3734	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_16S_3735	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Runella
ASV_16S_3736	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_16S_3737	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_16S_3738	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	W5053
ASV_16S_3739	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3740	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3741	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV_16S_3742	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Chitinilyticum
ASV_16S_3743	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_16S_3744	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_16S_3745	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	NA
ASV_16S_3746	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3747	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
ASV_16S_3748	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_16S_3749	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus
ASV_16S_3750	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA
ASV_16S_3751	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
ASV_16S_3752	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
ASV_16S_3753	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3754	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella
ASV_16S_3755	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_16S_3756	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
ASV_16S_3757	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis
ASV_16S_3758	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella
ASV_16S_3759	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011
ASV_16S_3760	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	W5053
ASV_16S_3761	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3762	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	NA	NA
ASV_16S_3763	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3764	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulforegulaceae	Desulforegula
ASV_16S_3765	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV_16S_3766	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3767	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_16S_3768	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
ASV_16S_3769	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3770	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_16S_3771	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_16S_3772	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium
ASV_16S_3773	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
ASV_16S_3774	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3775	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3776	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Chujaibacter
ASV_16S_3777	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3778	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
ASV_16S_3779	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_16S_3780	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_16S_3781	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_16S_3782	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
ASV_16S_3783	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade
ASV_16S_3784	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_16S_3785	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Rickettsiella
ASV_16S_3786	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA
ASV_16S_3787	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus
ASV_16S_3788	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_16S_3789	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_16S_3790	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
ASV_16S_3791	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_16S_3792	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA
ASV_16S_3793	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_16S_3794	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_16S_3795	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA
ASV_16S_3796	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA
ASV_16S_3797	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_16S_3798	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3799	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3800	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA
ASV_16S_3801	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_16S_3802	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_16S_3803	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3804	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3805	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
ASV_16S_3806	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_16S_3807	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	NA
ASV_16S_3808	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV_16S_3809	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas
ASV_16S_3810	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea
ASV_16S_3811	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3812	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Syner-01
ASV_16S_3813	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	NA
ASV_16S_3814	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ASV_16S_3815	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
ASV_16S_3816	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium
ASV_16S_3817	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3818	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_16S_3819	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3820	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA
ASV_16S_3821	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA
ASV_16S_3822	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29
ASV_16S_3823	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dielma
ASV_16S_3824	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3825	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_16S_3826	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3827	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3828	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
ASV_16S_3829	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3830	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	NA
ASV_16S_3831	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII UCG-001
ASV_16S_3832	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3833	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3834	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
ASV_16S_3835	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_16S_3836	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA
ASV_16S_3837	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3838	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	NA
ASV_16S_3839	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_16S_3840	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Libanicoccus
ASV_16S_3841	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA
ASV_16S_3842	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
ASV_16S_3843	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3844	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_16S_3845	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
ASV_16S_3846	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
ASV_16S_3847	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella
ASV_16S_3848	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis
ASV_16S_3849	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-010
ASV_16S_3850	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3851	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
ASV_16S_3852	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_16S_3853	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA
ASV_16S_3854	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3855	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3856	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella
ASV_16S_3857	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
ASV_16S_3858	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011
ASV_16S_3859	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
ASV_16S_3860	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_16S_3861	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3862	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_16S_3863	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3864	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	NA	NA
ASV_16S_3865	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_16S_3866	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_16S_3867	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	NA
ASV_16S_3868	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA
ASV_16S_3869	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_16S_3870	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	NA
ASV_16S_3871	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_16S_3872	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_16S_3873	Bacteria	Proteobacteria	Gammaproteobacteria	CHAB-XI-27	NA	NA
ASV_16S_3874	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_16S_3875	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32
ASV_16S_3876	Eukaryota	NA	NA	NA	NA	NA
ASV_16S_3877	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_16S_3878	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_16S_3879	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_16S_3880	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
ASV_16S_3881	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_16S_3882	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA
ASV_16S_3883	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas
ASV_16S_3884	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4B4 group
ASV_16S_3885	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	NA	NA
ASV_16S_3886	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_16S_3887	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_16S_3888	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
ASV_16S_3889	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Caproiciproducens
ASV_16S_3890	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	NA	NA
ASV_16S_3891	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_16S_3892	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA
ASV_16S_3893	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_16S_3894	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3895	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter
ASV_16S_3896	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3897	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3898	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV_16S_3899	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_16S_3900	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_16S_3901	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ASV_16S_3902	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_16S_3903	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3904	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Lacihabitans
ASV_16S_3905	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
ASV_16S_3906	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
ASV_16S_3907	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29
ASV_16S_3908	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_16S_3909	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3910	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3911	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_16S_3912	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter
ASV_16S_3913	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_16S_3914	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_16S_3915	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_16S_3916	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_16S_3917	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
ASV_16S_3918	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus
ASV_16S_3919	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
ASV_16S_3920	Eukaryota	NA	NA	NA	NA	NA
ASV_16S_3921	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_16S_3922	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	NA
ASV_16S_3923	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas
ASV_16S_3924	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group
ASV_16S_3925	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_16S_3926	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea
ASV_16S_3927	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
ASV_16S_3928	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA
ASV_16S_3929	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA
ASV_16S_3930	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia
ASV_16S_3931	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_16S_3932	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_16S_3933	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
ASV_16S_3934	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia
ASV_16S_3935	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3936	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a
ASV_16S_3937	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
ASV_16S_3938	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3939	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
ASV_16S_3940	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
ASV_16S_3941	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3942	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
ASV_16S_3943	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
ASV_16S_3944	Eukaryota	NA	NA	NA	NA	NA
ASV_16S_3945	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3946	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_16S_3947	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3948	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA
ASV_16S_3949	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3950	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_16S_3951	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_16S_3952	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_16S_3953	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Candidatus Methanogranum
ASV_16S_3954	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3955	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_3956	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_16S_3957	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_16S_3958	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_16S_3959	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3960	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA
ASV_16S_3961	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA
ASV_16S_3962	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3963	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium
ASV_16S_3964	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
ASV_16S_3965	Bacteria	Patescibacteria	Parcubacteria	Candidatus Yanofskybacteria	NA	NA
ASV_16S_3966	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3967	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum
ASV_16S_3968	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA
ASV_16S_3969	Bacteria	NA	NA	NA	NA	NA
ASV_16S_3970	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_16S_3971	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
ASV_16S_3972	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_16S_3973	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys
