Kingdom	Phylum	Class	Order	Family	Genus
Mito OTU3330	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter
Mito OTU3331	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU3332	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU3333	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21
Mito OTU3334	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU3335	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU3336	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU3337	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
Mito OTU3338	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
Mito OTU3339	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
Mito OTU3340	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
Mito OTU3341	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU3342	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA
Mito OTU3343	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
Mito OTU3344	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
Mito OTU3345	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group
Mito OTU3346	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU3347	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
Mito OTU3348	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
Mito OTU3349	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Mito OTU3350	Bacteria	Firmicutes	Clostridia	NA	NA	NA
Mito OTU3351	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix
Mito OTU3352	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium
Mito OTU3353	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
Mito OTU3354	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter
Mito OTU3355	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
Mito OTU3356	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU3357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU3358	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU3359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Ancalomicrobiaceae	Ancalomicrobium
Mito OTU3360	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
Mito OTU3361	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU3362	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU3363	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
Mito OTU3364	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides
Mito OTU3365	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
Mito OTU3366	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
Mito OTU3367	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU3368	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU3369	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	JI49D030	NA
Mito OTU3370	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Iodobacter
Mito OTU3371	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Mito OTU3372	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
Mito OTU3373	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Uruburuella
Mito OTU3374	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
Mito OTU3375	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU3376	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
Mito OTU3377	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
Mito OTU3378	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis
Mito OTU3379	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
Mito OTU3380	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU3381	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Actinotalea
Mito OTU3382	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus
Mito OTU3383	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Algoriella
Mito OTU3384	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
Mito OTU3385	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
Mito OTU3386	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
Mito OTU3387	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004
Mito OTU3388	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Coprobacillus
Mito OTU3389	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium
Mito OTU3390	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA
Mito OTU3391	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter
Mito OTU3392	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA
Mito OTU3393	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Mito OTU3394	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Floricoccus
Mito OTU3395	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Lactivibrio
Mito OTU3396	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium
Mito OTU3397	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium
Mito OTU3398	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA
Mito OTU3399	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Asaccharospora
Mito OTU3400	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
Mito OTU3401	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
Mito OTU3402	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium
Mito OTU3403	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
Mito OTU3404	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella
Mito OTU3405	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus
Mito OTU3406	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae UCG-003
Mito OTU3407	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir3 lineage
Mito OTU3408	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
Mito OTU3409	Bacteria	Firmicutes	Clostridia	NA	NA	NA
Mito OTU3410	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-010
Mito OTU3411	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Mito OTU3412	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU3413	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA
Mito OTU3414	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
Mito OTU3415	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
Mito OTU3416	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
Mito OTU3417	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
Mito OTU3418	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
Mito OTU3419	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
Mito OTU3420	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
Mito OTU3421	Bacteria	NA	NA	NA	NA	NA
Mito OTU3422	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum
Mito OTU3423	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum
Mito OTU3424	Bacteria	NA	NA	NA	NA	NA
Mito OTU3425	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU3426	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	NA
Mito OTU3427	Bacteria	NA	NA	NA	NA	NA
Mito OTU3428	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA
Mito OTU3429	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
Mito OTU3430	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
Mito OTU3431	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
Mito OTU3432	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya
Mito OTU3433	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU3434	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group
Mito OTU3435	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
Mito OTU3436	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
Mito OTU3437	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus
Mito OTU3438	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	NA
Mito OTU3439	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA
Mito OTU3440	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA
Mito OTU3441	Bacteria	Armatimonadota	NA	NA	NA	NA
Mito OTU3442	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU3443	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
Mito OTU3444	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
Mito OTU3445	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
Mito OTU3446	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU3447	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Mito OTU3448	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium
Mito OTU3449	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Mito OTU3450	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Mito OTU3451	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Mito OTU3452	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Mito OTU3453	Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA
Mito OTU3454	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
Mito OTU3455	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	NA	NA
Mito OTU3456	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade
Mito OTU3457	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Mito OTU3458	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
Mito OTU3459	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU3460	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU3461	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
Mito OTU3462	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
Mito OTU3463	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
Mito OTU3464	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Coralloluteibacterium	NA
Mito OTU3465	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
Mito OTU3466	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
Mito OTU3467	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
Mito OTU3468	Bacteria	Firmicutes	Bacilli	NA	NA	NA
Mito OTU3469	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	NA
Mito OTU3470	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	NA
Mito OTU3471	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus
Mito OTU3472	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus
Mito OTU3473	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU3474	Bacteria	NA	NA	NA	NA	NA
Mito OTU3475	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Mito OTU3476	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Mito OTU3477	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter
Mito OTU3478	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU3479	Bacteria	NA	NA	NA	NA	NA
Mito OTU3480	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium
Mito OTU3481	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium
Mito OTU3482	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU3483	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
Mito OTU3484	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU3485	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Mito OTU3486	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Mito OTU3487	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU3488	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
Mito OTU3489	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus
Mito OTU3490	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
Mito OTU3491	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
Mito OTU3492	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
Mito OTU3493	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
Mito OTU3494	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
Mito OTU3495	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU3496	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnotalea
Mito OTU3497	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	NA
Mito OTU3498	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	NA
Mito OTU3499	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU3500	Bacteria	Firmicutes	Bacilli	NA	NA	NA
Mito OTU3501	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
Mito OTU3502	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
Mito OTU3503	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium
Mito OTU3504	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus
Mito OTU3505	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
Mito OTU3506	Bacteria	Firmicutes	Clostridia	NA	NA	NA
Mito OTU3507	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
Mito OTU3508	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
Mito OTU3509	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
Mito OTU3510	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
Mito OTU3511	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA
Mito OTU3512	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Rurimicrobium
Mito OTU3513	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus
Mito OTU3514	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	NA	NA
Mito OTU3515	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
Mito OTU3516	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
Mito OTU3517	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
Mito OTU3518	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis
Mito OTU3519	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU3520	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	TC1	NA
Mito OTU3521	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia
Mito OTU3522	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
Mito OTU3523	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU3524	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
Mito OTU3525	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
Mito OTU3526	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA
Mito OTU3527	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA
Mito OTU3528	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA
Mito OTU3529	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
Mito OTU3530	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
Mito OTU3531	Bacteria	NA	NA	NA	NA	NA
Mito OTU3532	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU3533	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tibeticola
Mito OTU3534	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
Mito OTU3535	Bacteria	Firmicutes	Bacilli	NA	NA	NA
Mito OTU3536	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
Mito OTU3537	Bacteria	NA	NA	NA	NA	NA
Mito OTU3538	Bacteria	Firmicutes	Clostridia	MAT-CR-H4-C10	NA	NA
Mito OTU3539	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
Mito OTU3540	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
Mito OTU3541	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
Mito OTU3542	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Hespellia
Mito OTU3543	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] xylanophilum group
Mito OTU3544	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	NA
Mito OTU3545	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CAG-56
Mito OTU3546	Bacteria	Verrucomicrobiota	Verrucomicrobiae	NA	NA	NA
Mito OTU3547	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga
Mito OTU3548	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
Mito OTU3549	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
Mito OTU3550	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
Mito OTU3551	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
Mito OTU3552	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
Mito OTU3553	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera
Mito OTU3554	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
Mito OTU3555	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Uruburuella
Mito OTU3556	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA
Mito OTU3557	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-008
Mito OTU3558	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-008
Mito OTU3559	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU3560	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU3561	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU3562	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU3563	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Asinibacterium
Mito OTU3564	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA
Mito OTU3565	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Andreprevotia
Mito OTU3566	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU3567	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NA
Mito OTU3568	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
Mito OTU3569	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
Mito OTU3570	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
Mito OTU3571	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera
Mito OTU3572	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
Mito OTU3573	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
Mito OTU3574	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix
Mito OTU3575	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus
Mito OTU3576	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Mito OTU3577	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Mito OTU3578	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
Mito OTU3579	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
Mito OTU3580	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	NA	NA
Mito OTU3581	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaeromusa-Anaeroarcus
Mito OTU3582	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaeromusa-Anaeroarcus
Mito OTU3583	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA
Mito OTU3584	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
Mito OTU3585	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus
Mito OTU3586	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus
Mito OTU3587	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
Mito OTU3588	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea
Mito OTU3589	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Mito OTU3590	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus
Mito OTU3591	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus
Mito OTU3592	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
